Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
12/24/2018 01:00:00 PM,59,47
12/01/2018 07:00:00 PM,9,5
12/28/2018 12:00:00 AM,1,1
12/24/2018 07:00:00 AM,20,18
12/06/2018 03:00:00 AM,1,0
12/18/2018 07:00:00 AM,90,97
12/19/2018 03:00:00 AM,2,2
12/29/2018 09:00:00 PM,3,4
12/04/2018 11:00:00 PM,2,8
12/22/2018 07:00:00 AM,4,13
12/26/2018 02:00:00 PM,17,24
12/09/2018 06:00:00 PM,4,5
12/01/2018 09:00:00 PM,8,9
12/25/2018 10:00:00 PM,3,2
12/05/2018 07:00:00 AM,135,148
12/12/2018 06:00:00 AM,66,42
12/27/2018 09:00:00 PM,6,16
12/18/2018 07:00:00 PM,20,59
12/08/2018 01:00:00 PM,43,40
12/20/2018 03:00:00 AM,1,0
12/15/2018 06:00:00 PM,20,30
12/03/2018 10:00:00 PM,4,10
12/02/2018 03:00:00 PM,31,37
12/07/2018 08:00:00 PM,19,19
12/21/2018 06:00:00 PM,33,90
12/03/2018 09:00:00 PM,12,25
12/19/2018 05:00:00 AM,14,13
12/18/2018 08:00:00 PM,16,28
12/12/2018 05:00:00 PM,98,302
12/07/2018 12:00:00 PM,33,27
12/01/2018 06:00:00 AM,7,11
12/23/2018 08:00:00 PM,7,5
12/21/2018 12:00:00 PM,27,29
12/15/2018 09:00:00 PM,10,13
12/30/2018 10:00:00 PM,4,1
12/18/2018 01:00:00 AM,1,2
12/21/2018 11:00:00 AM,19,36
12/25/2018 08:00:00 PM,1,5
12/06/2018 07:00:00 AM,108,125
12/04/2018 06:00:00 AM,59,57
12/27/2018 11:00:00 AM,19,27
12/25/2018 01:00:00 PM,17,16
12/28/2018 07:00:00 AM,38,31
12/02/2018 12:00:00 PM,36,25
12/19/2018 02:00:00 PM,21,31
12/23/2018 06:00:00 PM,6,5
12/17/2018 06:00:00 AM,51,47
12/09/2018 07:00:00 PM,9,3
12/10/2018 07:00:00 AM,131,131
12/30/2018 01:00:00 PM,53,61
12/02/2018 10:00:00 PM,3,4
12/07/2018 05:00:00 AM,10,8
12/23/2018 02:00:00 AM,0,1
12/10/2018 06:00:00 PM,53,237
12/25/2018 06:00:00 AM,2,0
12/11/2018 08:00:00 AM,165,184
12/19/2018 11:00:00 AM,13,26
12/01/2018 03:00:00 AM,0,4
12/21/2018 05:00:00 PM,57,177
12/16/2018 02:00:00 AM,0,0
12/03/2018 04:00:00 AM,4,4
12/29/2018 04:00:00 AM,3,3
12/13/2018 08:00:00 AM,193,195
12/01/2018 11:00:00 PM,4,6
12/07/2018 02:00:00 PM,46,57
12/24/2018 03:00:00 PM,27,51
12/25/2018 02:00:00 PM,15,30
12/12/2018 11:00:00 PM,1,4
12/09/2018 03:00:00 AM,0,0
12/06/2018 06:00:00 PM,72,180
12/03/2018 02:00:00 PM,38,47
12/26/2018 04:00:00 AM,0,3
12/02/2018 11:00:00 PM,0,4
12/13/2018 10:00:00 AM,32,38
12/01/2018 01:00:00 AM,8,1
12/01/2018 10:00:00 AM,31,27
12/13/2018 06:00:00 PM,53,165
12/03/2018 08:00:00 AM,251,273
12/21/2018 05:00:00 AM,14,9
12/17/2018 01:00:00 PM,30,35
12/29/2018 07:00:00 PM,2,3
12/31/2018 09:00:00 PM,7,7
12/09/2018 04:00:00 AM,1,3
12/30/2018 08:00:00 AM,16,15
12/02/2018 08:00:00 AM,25,22
12/17/2018 09:00:00 AM,90,118
12/23/2018 05:00:00 AM,1,4
12/20/2018 06:00:00 AM,36,24
12/19/2018 06:00:00 PM,58,183
12/31/2018 07:00:00 PM,9,5
12/30/2018 03:00:00 AM,0,0
12/14/2018 06:00:00 AM,53,41
12/05/2018 04:00:00 AM,2,2
12/14/2018 05:00:00 AM,12,13
12/31/2018 09:00:00 AM,31,26
12/05/2018 11:00:00 AM,43,23
12/26/2018 10:00:00 PM,4,3
12/01/2018 04:00:00 PM,18,34
12/09/2018 02:00:00 PM,11,10
12/20/2018 12:00:00 PM,11,17
12/31/2018 12:00:00 AM,3,5
12/14/2018 03:00:00 AM,3,4
12/08/2018 09:00:00 PM,3,9
12/10/2018 06:00:00 AM,67,48
12/21/2018 02:00:00 AM,0,1
12/30/2018 09:00:00 PM,5,4
12/26/2018 09:00:00 PM,8,2
12/20/2018 10:00:00 PM,11,5
12/29/2018 06:00:00 PM,10,7
12/09/2018 06:00:00 AM,6,6
12/04/2018 04:00:00 PM,81,197
12/12/2018 12:00:00 AM,2,2
12/08/2018 05:00:00 AM,0,3
12/30/2018 05:00:00 AM,1,3
12/12/2018 08:00:00 PM,21,35
12/26/2018 10:00:00 AM,16,12
12/08/2018 04:00:00 PM,36,42
12/05/2018 01:00:00 PM,26,36
12/03/2018 08:00:00 PM,27,36
12/19/2018 07:00:00 AM,122,125
12/29/2018 03:00:00 PM,6,12
12/10/2018 04:00:00 AM,3,4
12/12/2018 05:00:00 AM,19,12
12/19/2018 02:00:00 AM,2,0
12/17/2018 07:00:00 AM,134,116
12/15/2018 09:00:00 AM,26,36
12/29/2018 12:00:00 AM,0,6
12/03/2018 07:00:00 PM,41,90
12/09/2018 05:00:00 PM,5,6
12/18/2018 06:00:00 PM,36,179
12/27/2018 03:00:00 PM,22,79
12/23/2018 10:00:00 AM,9,10
12/02/2018 09:00:00 AM,23,24
12/16/2018 09:00:00 PM,5,0
12/21/2018 09:00:00 PM,10,6
12/20/2018 02:00:00 AM,0,1
12/18/2018 11:00:00 AM,26,23
12/19/2018 05:00:00 PM,90,294
12/02/2018 11:00:00 AM,37,15
12/14/2018 02:00:00 PM,42,42
12/05/2018 08:00:00 AM,173,205
12/14/2018 04:00:00 PM,68,186
12/20/2018 04:00:00 PM,36,89
12/26/2018 09:00:00 AM,21,21
12/11/2018 08:00:00 PM,21,34
12/23/2018 08:00:00 AM,2,3
12/24/2018 06:00:00 PM,15,4
12/04/2018 03:00:00 AM,2,1
12/27/2018 06:00:00 PM,31,58
12/02/2018 12:00:00 AM,0,5
12/12/2018 07:00:00 PM,35,74
12/03/2018 06:00:00 PM,79,261
12/02/2018 02:00:00 PM,31,43
12/17/2018 08:00:00 AM,186,197
12/27/2018 01:00:00 PM,39,28
12/22/2018 04:00:00 PM,24,23
12/07/2018 09:00:00 PM,2,13
12/14/2018 01:00:00 PM,34,36
12/25/2018 10:00:00 AM,27,4
12/04/2018 09:00:00 AM,106,152
12/14/2018 12:00:00 PM,38,24
12/16/2018 02:00:00 PM,14,17
12/28/2018 04:00:00 PM,34,60
12/27/2018 07:00:00 PM,15,29
12/05/2018 10:00:00 PM,11,27
12/21/2018 07:00:00 PM,8,31
12/02/2018 05:00:00 PM,17,23
12/07/2018 09:00:00 AM,92,131
12/20/2018 09:00:00 PM,10,16
12/03/2018 04:00:00 PM,61,200
12/12/2018 04:00:00 AM,7,7
12/26/2018 11:00:00 AM,11,10
12/03/2018 12:00:00 PM,33,38
12/02/2018 01:00:00 PM,33,24
12/16/2018 05:00:00 PM,6,9
12/28/2018 03:00:00 PM,19,34
12/06/2018 02:00:00 PM,30,43
12/11/2018 05:00:00 PM,75,275
12/20/2018 05:00:00 AM,12,11
12/29/2018 11:00:00 AM,21,13
12/08/2018 07:00:00 AM,6,13
12/11/2018 04:00:00 AM,5,7
12/13/2018 05:00:00 AM,15,13
12/10/2018 03:00:00 PM,43,77
12/30/2018 11:00:00 AM,41,37
12/05/2018 01:00:00 AM,1,1
12/18/2018 12:00:00 AM,0,3
12/13/2018 06:00:00 AM,49,37
12/01/2018 11:00:00 AM,33,33
12/28/2018 09:00:00 AM,23,30
12/05/2018 02:00:00 PM,39,56
12/15/2018 05:00:00 PM,25,21
12/12/2018 06:00:00 PM,64,177
12/05/2018 09:00:00 AM,81,122
12/22/2018 06:00:00 PM,9,7
12/11/2018 01:00:00 PM,18,13
12/31/2018 11:00:00 PM,7,6
12/31/2018 10:00:00 AM,24,18
12/16/2018 11:00:00 PM,1,5
12/11/2018 06:00:00 PM,69,166
12/05/2018 03:00:00 AM,1,2
12/15/2018 12:00:00 PM,59,70
12/29/2018 05:00:00 PM,8,6
12/01/2018 12:00:00 AM,3,9
12/30/2018 09:00:00 AM,14,10
12/27/2018 12:00:00 AM,2,3
12/24/2018 05:00:00 AM,9,6
12/13/2018 10:00:00 PM,10,15
12/07/2018 06:00:00 AM,35,51
12/15/2018 01:00:00 AM,2,1
12/15/2018 04:00:00 AM,2,6
12/22/2018 01:00:00 PM,29,24
12/22/2018 10:00:00 PM,5,5
12/24/2018 04:00:00 AM,3,5
12/06/2018 09:00:00 AM,102,130
12/16/2018 03:00:00 AM,2,3
12/14/2018 09:00:00 PM,7,18
12/22/2018 12:00:00 PM,30,27
12/08/2018 01:00:00 AM,1,4
12/17/2018 05:00:00 PM,82,305
12/26/2018 08:00:00 AM,53,54
12/12/2018 10:00:00 AM,36,52
12/07/2018 04:00:00 PM,64,198
12/05/2018 06:00:00 AM,56,54
12/28/2018 04:00:00 AM,1,3
12/15/2018 02:00:00 AM,1,3
12/11/2018 01:00:00 AM,1,2
12/11/2018 03:00:00 PM,25,51
12/03/2018 03:00:00 PM,54,87
12/19/2018 06:00:00 AM,60,40
12/12/2018 03:00:00 PM,28,77
12/24/2018 03:00:00 AM,1,0
12/27/2018 08:00:00 AM,72,86
12/14/2018 03:00:00 PM,47,69
12/31/2018 12:00:00 PM,34,35
12/17/2018 06:00:00 PM,43,197
12/15/2018 11:00:00 PM,3,7
12/12/2018 12:00:00 PM,25,29
12/16/2018 08:00:00 PM,3,6
12/16/2018 06:00:00 AM,4,3
12/11/2018 12:00:00 PM,14,6
12/03/2018 10:00:00 AM,28,52
12/29/2018 04:00:00 PM,3,5
12/27/2018 11:00:00 PM,2,1
12/29/2018 01:00:00 PM,12,14
12/05/2018 08:00:00 PM,24,53
12/03/2018 01:00:00 AM,1,0
12/28/2018 07:00:00 PM,4,20
12/28/2018 11:00:00 AM,10,14
12/31/2018 06:00:00 AM,22,12
12/27/2018 05:00:00 AM,11,8
12/17/2018 08:00:00 PM,14,26
12/27/2018 06:00:00 AM,21,22
12/09/2018 05:00:00 AM,0,4
12/05/2018 05:00:00 AM,15,8
12/25/2018 08:00:00 AM,6,1
12/10/2018 01:00:00 PM,36,34
12/16/2018 01:00:00 PM,19,23
12/15/2018 08:00:00 PM,8,14
12/31/2018 10:00:00 PM,3,4
12/17/2018 10:00:00 PM,12,4
12/19/2018 11:00:00 PM,1,3
12/19/2018 01:00:00 AM,3,2
12/26/2018 06:00:00 AM,21,14
12/02/2018 07:00:00 AM,12,14
12/27/2018 02:00:00 AM,0,0
12/21/2018 12:00:00 AM,3,1
12/11/2018 11:00:00 AM,18,14
12/29/2018 05:00:00 AM,4,3
12/31/2018 05:00:00 PM,29,52
12/16/2018 10:00:00 PM,2,2
12/25/2018 04:00:00 PM,13,6
12/09/2018 08:00:00 PM,3,10
12/01/2018 03:00:00 PM,34,33
12/22/2018 11:00:00 PM,0,2
12/08/2018 05:00:00 PM,19,15
12/06/2018 10:00:00 AM,37,52
12/18/2018 04:00:00 AM,4,4
12/03/2018 11:00:00 AM,32,22
12/28/2018 03:00:00 AM,1,1
12/30/2018 12:00:00 AM,1,4
12/10/2018 02:00:00 AM,0,0
12/17/2018 04:00:00 PM,41,150
12/19/2018 09:00:00 AM,90,79
12/11/2018 04:00:00 PM,44,158
12/17/2018 02:00:00 PM,27,39
12/22/2018 09:00:00 PM,2,2
12/16/2018 04:00:00 AM,0,2
12/05/2018 02:00:00 AM,0,1
12/13/2018 03:00:00 PM,31,61
12/02/2018 05:00:00 AM,1,3
12/20/2018 07:00:00 AM,70,78
12/24/2018 09:00:00 PM,5,1
12/23/2018 04:00:00 PM,16,16
12/24/2018 04:00:00 PM,20,35
12/19/2018 12:00:00 PM,25,23
12/09/2018 08:00:00 AM,6,13
12/18/2018 08:00:00 AM,162,185
12/27/2018 03:00:00 AM,1,3
12/15/2018 02:00:00 PM,68,65
12/31/2018 08:00:00 AM,43,48
12/17/2018 05:00:00 AM,15,10
12/26/2018 03:00:00 AM,0,3
12/05/2018 06:00:00 PM,80,178
12/23/2018 09:00:00 PM,3,1
12/09/2018 10:00:00 PM,1,2
12/28/2018 09:00:00 PM,4,10
12/23/2018 11:00:00 AM,18,16
12/08/2018 10:00:00 AM,20,17
12/11/2018 09:00:00 AM,76,104
12/07/2018 05:00:00 PM,90,291
12/19/2018 04:00:00 PM,52,145
12/17/2018 04:00:00 AM,3,4
12/26/2018 04:00:00 PM,33,68
12/21/2018 09:00:00 AM,53,86
12/21/2018 10:00:00 AM,41,39
12/05/2018 07:00:00 PM,27,81
12/20/2018 06:00:00 PM,40,125
12/29/2018 09:00:00 AM,15,13
12/22/2018 08:00:00 PM,4,5
12/30/2018 02:00:00 AM,0,3
12/30/2018 11:00:00 PM,2,5
12/24/2018 01:00:00 AM,1,1
12/10/2018 09:00:00 PM,12,22
12/18/2018 11:00:00 PM,1,5
12/08/2018 08:00:00 AM,17,31
12/25/2018 11:00:00 AM,14,9
12/02/2018 01:00:00 AM,1,5
12/21/2018 07:00:00 AM,82,70
12/10/2018 08:00:00 PM,22,36
12/17/2018 12:00:00 AM,0,3
12/17/2018 12:00:00 PM,23,16
12/13/2018 09:00:00 PM,9,25
12/27/2018 01:00:00 AM,0,1
12/19/2018 07:00:00 PM,27,58
12/30/2018 06:00:00 PM,5,9
12/16/2018 04:00:00 PM,10,10
12/10/2018 01:00:00 AM,1,0
12/10/2018 05:00:00 AM,22,16
12/15/2018 11:00:00 AM,52,53
12/28/2018 10:00:00 AM,19,21
12/11/2018 12:00:00 AM,1,5
12/02/2018 06:00:00 AM,2,7
12/08/2018 11:00:00 AM,41,44
12/09/2018 11:00:00 AM,17,5
12/01/2018 05:00:00 AM,1,2
12/24/2018 08:00:00 PM,6,3
12/22/2018 02:00:00 PM,31,29
12/08/2018 07:00:00 PM,8,12
12/02/2018 08:00:00 PM,8,8
12/27/2018 12:00:00 PM,24,29
12/28/2018 06:00:00 PM,25,25
12/03/2018 09:00:00 AM,95,151
12/11/2018 09:00:00 PM,12,16
12/12/2018 07:00:00 AM,145,162
12/07/2018 08:00:00 AM,159,207
12/30/2018 10:00:00 AM,19,17
12/28/2018 10:00:00 PM,3,6
12/03/2018 11:00:00 PM,6,4
12/18/2018 05:00:00 AM,9,12
12/06/2018 04:00:00 AM,4,3
12/25/2018 07:00:00 AM,2,2
12/18/2018 09:00:00 AM,71,110
12/13/2018 11:00:00 PM,3,8
12/27/2018 10:00:00 PM,5,7
12/04/2018 02:00:00 AM,1,1
12/23/2018 09:00:00 AM,9,6
12/29/2018 02:00:00 PM,11,10
12/20/2018 01:00:00 AM,0,6
12/20/2018 08:00:00 PM,11,19
12/19/2018 04:00:00 AM,2,6
12/22/2018 09:00:00 AM,24,19
12/12/2018 10:00:00 PM,6,15
12/11/2018 10:00:00 PM,0,11
12/02/2018 03:00:00 AM,0,1
12/17/2018 03:00:00 PM,30,70
12/23/2018 05:00:00 PM,2,14
12/29/2018 10:00:00 AM,13,11
12/16/2018 12:00:00 AM,1,5
12/07/2018 12:00:00 AM,2,4
12/06/2018 01:00:00 AM,1,0
12/26/2018 07:00:00 PM,4,16
12/09/2018 09:00:00 AM,12,9
12/04/2018 05:00:00 AM,12,14
12/26/2018 03:00:00 PM,21,22
12/17/2018 07:00:00 PM,17,73
12/26/2018 07:00:00 AM,35,36
12/02/2018 10:00:00 AM,25,31
12/12/2018 08:00:00 AM,204,196
12/04/2018 11:00:00 AM,29,44
12/30/2018 02:00:00 PM,36,48
12/06/2018 08:00:00 PM,22,44
12/27/2018 10:00:00 AM,20,32
12/10/2018 11:00:00 PM,1,3
12/04/2018 08:00:00 AM,202,226
12/04/2018 12:00:00 AM,2,4
12/13/2018 04:00:00 PM,34,115
12/22/2018 05:00:00 PM,20,26
12/03/2018 05:00:00 PM,115,393
12/06/2018 07:00:00 PM,33,93
12/01/2018 08:00:00 AM,26,20
12/14/2018 05:00:00 PM,62,266
12/15/2018 01:00:00 PM,59,54
12/04/2018 03:00:00 PM,42,63
12/24/2018 10:00:00 PM,1,1
12/14/2018 11:00:00 AM,22,38
12/02/2018 04:00:00 AM,2,2
12/25/2018 09:00:00 AM,6,7
12/09/2018 07:00:00 AM,7,7
12/31/2018 01:00:00 AM,0,3
12/04/2018 07:00:00 AM,156,130
12/26/2018 05:00:00 AM,10,11
12/20/2018 11:00:00 AM,11,19
12/09/2018 02:00:00 AM,1,5
12/01/2018 06:00:00 PM,16,15
12/04/2018 04:00:00 AM,3,6
12/15/2018 10:00:00 AM,48,25
12/16/2018 06:00:00 PM,3,7
12/07/2018 06:00:00 PM,49,120
12/31/2018 02:00:00 AM,2,0
12/10/2018 12:00:00 PM,30,25
12/29/2018 08:00:00 PM,4,6
12/03/2018 01:00:00 PM,37,34
12/13/2018 02:00:00 PM,14,19
12/22/2018 05:00:00 AM,2,5
12/23/2018 02:00:00 PM,21,23
12/09/2018 04:00:00 PM,14,10
12/11/2018 02:00:00 AM,0,2
12/15/2018 07:00:00 AM,8,12
12/03/2018 03:00:00 AM,0,0
12/04/2018 07:00:00 PM,30,96
12/04/2018 01:00:00 PM,27,37
12/15/2018 07:00:00 PM,6,15
12/09/2018 10:00:00 AM,14,11
12/13/2018 01:00:00 AM,0,0
12/28/2018 05:00:00 PM,25,92
12/24/2018 12:00:00 AM,0,2
12/02/2018 07:00:00 PM,8,12
12/11/2018 10:00:00 AM,36,40
12/06/2018 12:00:00 AM,0,2
12/31/2018 07:00:00 AM,30,30
12/29/2018 07:00:00 AM,8,7
12/25/2018 06:00:00 PM,2,3
12/08/2018 10:00:00 PM,4,4
12/16/2018 05:00:00 AM,1,2
12/31/2018 04:00:00 AM,0,5
12/01/2018 01:00:00 PM,43,31
12/16/2018 07:00:00 AM,4,2
12/03/2018 07:00:00 AM,149,132
12/13/2018 07:00:00 PM,31,76
12/18/2018 09:00:00 PM,5,18
12/21/2018 10:00:00 PM,6,5
12/01/2018 09:00:00 AM,34,23
12/31/2018 05:00:00 AM,13,13
12/19/2018 01:00:00 PM,31,25
12/15/2018 03:00:00 PM,43,43
12/21/2018 11:00:00 PM,3,7
12/04/2018 10:00:00 PM,8,13
12/13/2018 12:00:00 PM,15,17
12/18/2018 12:00:00 PM,21,22
12/28/2018 12:00:00 PM,14,12
12/07/2018 04:00:00 AM,3,5
12/13/2018 11:00:00 AM,19,25
12/18/2018 01:00:00 PM,13,17
12/24/2018 12:00:00 PM,31,37
12/10/2018 12:00:00 AM,1,2
12/09/2018 11:00:00 PM,2,1
12/20/2018 03:00:00 PM,18,44
12/27/2018 02:00:00 PM,23,42
12/12/2018 01:00:00 AM,4,2
12/20/2018 02:00:00 PM,10,27
12/01/2018 02:00:00 PM,22,32
12/13/2018 03:00:00 AM,1,3
12/29/2018 02:00:00 AM,4,3
12/26/2018 02:00:00 AM,0,2
12/24/2018 10:00:00 AM,25,18
12/14/2018 08:00:00 AM,154,176
12/19/2018 08:00:00 AM,172,212
12/29/2018 11:00:00 PM,2,6
12/26/2018 06:00:00 PM,17,33
12/31/2018 11:00:00 AM,27,11
12/10/2018 04:00:00 PM,71,204
12/08/2018 06:00:00 PM,13,15
12/17/2018 01:00:00 AM,0,2
12/08/2018 02:00:00 PM,55,44
12/06/2018 05:00:00 AM,20,10
12/16/2018 11:00:00 AM,26,17
12/15/2018 08:00:00 AM,22,33
12/21/2018 08:00:00 PM,14,20
12/21/2018 02:00:00 PM,27,66
12/31/2018 02:00:00 PM,54,53
12/19/2018 08:00:00 PM,15,35
12/04/2018 05:00:00 PM,96,364
12/21/2018 06:00:00 AM,47,27
12/21/2018 04:00:00 PM,70,164
12/22/2018 03:00:00 PM,28,26
12/06/2018 04:00:00 PM,67,162
12/05/2018 09:00:00 PM,13,25
12/10/2018 05:00:00 PM,113,368
12/19/2018 12:00:00 AM,0,2
12/24/2018 02:00:00 PM,38,59
12/15/2018 03:00:00 AM,1,2
12/08/2018 12:00:00 PM,38,48
12/15/2018 04:00:00 PM,46,48
12/12/2018 03:00:00 AM,1,2
12/06/2018 02:00:00 AM,0,2
12/20/2018 07:00:00 PM,19,50
12/17/2018 02:00:00 AM,1,0
12/08/2018 12:00:00 AM,2,3
12/22/2018 03:00:00 AM,0,2
12/23/2018 03:00:00 AM,0,0
12/08/2018 02:00:00 AM,3,3
12/14/2018 10:00:00 AM,27,44
12/07/2018 10:00:00 AM,43,44
12/15/2018 10:00:00 PM,7,3
12/03/2018 05:00:00 AM,19,13
12/05/2018 03:00:00 PM,45,73
12/13/2018 04:00:00 AM,5,5
12/28/2018 05:00:00 AM,10,9
12/14/2018 04:00:00 AM,3,5
12/12/2018 04:00:00 PM,69,160
12/18/2018 06:00:00 AM,45,35
12/12/2018 09:00:00 PM,10,19
12/08/2018 04:00:00 AM,0,6
12/09/2018 03:00:00 PM,11,3
12/07/2018 10:00:00 PM,13,14
12/13/2018 02:00:00 AM,1,1
12/30/2018 08:00:00 PM,9,7
12/20/2018 05:00:00 PM,64,186
12/19/2018 10:00:00 AM,26,41
12/22/2018 11:00:00 AM,31,21
12/11/2018 02:00:00 PM,13,16
12/01/2018 07:00:00 AM,12,14
12/12/2018 09:00:00 AM,83,105
12/20/2018 11:00:00 PM,4,6
12/30/2018 03:00:00 PM,39,48
12/12/2018 01:00:00 PM,29,33
12/23/2018 12:00:00 AM,2,5
12/22/2018 08:00:00 AM,8,20
12/25/2018 12:00:00 PM,16,13
12/11/2018 05:00:00 AM,13,13
12/26/2018 01:00:00 AM,0,0
12/12/2018 02:00:00 PM,26,60
12/07/2018 03:00:00 PM,37,83
12/11/2018 11:00:00 PM,3,11
12/28/2018 11:00:00 PM,3,4
12/23/2018 01:00:00 PM,19,14
12/16/2018 01:00:00 AM,0,4
12/14/2018 06:00:00 PM,54,111
12/15/2018 05:00:00 AM,3,1
12/09/2018 09:00:00 PM,5,1
12/27/2018 09:00:00 AM,47,63
12/20/2018 12:00:00 AM,1,4
12/16/2018 09:00:00 AM,10,11
12/29/2018 03:00:00 AM,0,2
12/23/2018 10:00:00 PM,1,4
12/30/2018 06:00:00 AM,4,4
12/05/2018 11:00:00 PM,4,10
12/18/2018 03:00:00 PM,23,49
12/28/2018 01:00:00 PM,8,12
12/04/2018 12:00:00 PM,37,31
12/17/2018 03:00:00 AM,1,1
12/02/2018 02:00:00 AM,0,4
12/31/2018 08:00:00 PM,12,14
12/06/2018 06:00:00 AM,55,45
12/03/2018 12:00:00 AM,0,2
12/29/2018 01:00:00 AM,0,2
12/23/2018 12:00:00 PM,26,23
12/22/2018 04:00:00 AM,1,3
12/18/2018 02:00:00 AM,1,0
12/20/2018 09:00:00 AM,53,56
12/27/2018 04:00:00 PM,36,96
12/30/2018 12:00:00 PM,51,35
12/25/2018 05:00:00 AM,1,1
12/25/2018 05:00:00 PM,7,7
12/12/2018 02:00:00 AM,0,1
12/31/2018 04:00:00 PM,35,77
12/11/2018 06:00:00 AM,58,47
12/28/2018 02:00:00 AM,5,0
12/01/2018 05:00:00 PM,23,25
12/20/2018 08:00:00 AM,101,111
12/07/2018 07:00:00 AM,101,106
12/17/2018 10:00:00 AM,38,42
12/02/2018 04:00:00 PM,30,31
12/10/2018 11:00:00 AM,21,23
12/07/2018 01:00:00 PM,25,39
12/05/2018 12:00:00 AM,1,1
12/21/2018 03:00:00 PM,64,95
12/22/2018 01:00:00 AM,2,2
12/27/2018 04:00:00 AM,1,0
12/25/2018 03:00:00 AM,0,0
12/01/2018 04:00:00 AM,2,2
12/25/2018 01:00:00 AM,0,0
12/30/2018 05:00:00 PM,11,29
12/14/2018 09:00:00 AM,84,112
12/13/2018 05:00:00 PM,71,279
12/10/2018 02:00:00 PM,34,49
12/02/2018 06:00:00 PM,12,15
12/25/2018 03:00:00 PM,12,25
12/29/2018 06:00:00 AM,8,4
12/14/2018 10:00:00 PM,6,8
12/24/2018 07:00:00 PM,3,1
12/24/2018 09:00:00 AM,13,19
12/07/2018 03:00:00 AM,2,1
12/05/2018 10:00:00 AM,35,49
12/13/2018 08:00:00 PM,17,44
12/27/2018 07:00:00 AM,51,51
12/06/2018 09:00:00 PM,8,27
12/20/2018 10:00:00 AM,13,32
12/20/2018 01:00:00 PM,20,10
12/28/2018 08:00:00 PM,5,4
12/26/2018 11:00:00 PM,0,2
12/14/2018 08:00:00 PM,21,16
12/30/2018 01:00:00 AM,3,1
12/21/2018 04:00:00 AM,4,6
12/10/2018 09:00:00 AM,98,132
12/05/2018 04:00:00 PM,59,176
12/17/2018 09:00:00 PM,4,9
12/04/2018 08:00:00 PM,18,40
12/25/2018 07:00:00 PM,1,4
12/11/2018 03:00:00 AM,2,0
12/15/2018 06:00:00 AM,2,5
12/24/2018 05:00:00 PM,16,17
12/26/2018 12:00:00 PM,17,17
12/30/2018 04:00:00 AM,0,5
12/09/2018 12:00:00 AM,2,5
12/23/2018 07:00:00 PM,4,3
12/31/2018 06:00:00 PM,17,29
12/18/2018 10:00:00 AM,36,29
12/03/2018 06:00:00 AM,69,61
12/10/2018 07:00:00 PM,32,70
12/04/2018 01:00:00 AM,0,0
12/01/2018 02:00:00 AM,1,1
12/12/2018 11:00:00 AM,28,29
12/30/2018 04:00:00 PM,28,32
12/30/2018 07:00:00 AM,4,9
12/14/2018 07:00:00 AM,109,112
12/06/2018 11:00:00 PM,3,5
12/26/2018 08:00:00 PM,7,7
12/23/2018 06:00:00 AM,0,2
12/25/2018 11:00:00 PM,4,0
12/24/2018 11:00:00 AM,25,33
12/17/2018 11:00:00 PM,0,1
12/24/2018 11:00:00 PM,1,1
12/08/2018 11:00:00 PM,5,6
12/23/2018 04:00:00 AM,0,2
12/25/2018 09:00:00 PM,2,3
12/23/2018 11:00:00 PM,4,4
12/21/2018 01:00:00 PM,37,57
12/14/2018 11:00:00 PM,6,9
12/10/2018 03:00:00 AM,2,0
12/27/2018 08:00:00 PM,10,14
12/18/2018 02:00:00 PM,9,16
12/13/2018 12:00:00 AM,0,4
12/26/2018 05:00:00 PM,25,80
12/26/2018 12:00:00 AM,1,0
12/10/2018 10:00:00 AM,38,41
12/24/2018 06:00:00 AM,16,9
12/26/2018 01:00:00 PM,17,17
12/01/2018 12:00:00 PM,20,45
12/19/2018 09:00:00 PM,15,25
12/11/2018 07:00:00 PM,20,62
12/07/2018 02:00:00 AM,1,3
12/19/2018 03:00:00 PM,40,60
12/30/2018 07:00:00 PM,8,7
12/31/2018 03:00:00 AM,0,0
12/02/2018 09:00:00 PM,3,6
12/22/2018 07:00:00 PM,7,3
12/18/2018 04:00:00 PM,47,135
12/28/2018 02:00:00 PM,8,20
12/22/2018 12:00:00 AM,1,9
12/25/2018 04:00:00 AM,3,0
12/04/2018 02:00:00 PM,41,39
12/05/2018 05:00:00 PM,113,323
12/19/2018 10:00:00 PM,4,10
12/14/2018 02:00:00 AM,0,3
12/31/2018 03:00:00 PM,35,78
12/21/2018 03:00:00 AM,1,1
12/14/2018 01:00:00 AM,2,1
12/16/2018 08:00:00 AM,13,10
12/18/2018 05:00:00 PM,57,230
12/24/2018 08:00:00 AM,35,37
12/29/2018 08:00:00 AM,7,9
12/25/2018 02:00:00 AM,2,0
12/01/2018 10:00:00 PM,11,8
12/23/2018 07:00:00 AM,3,3
12/18/2018 03:00:00 AM,0,0
12/11/2018 07:00:00 AM,111,109
12/16/2018 12:00:00 PM,15,22
12/10/2018 08:00:00 AM,236,229
12/06/2018 01:00:00 PM,32,35
12/09/2018 01:00:00 AM,0,3
12/13/2018 09:00:00 AM,71,101
12/06/2018 11:00:00 AM,26,36
12/07/2018 11:00:00 AM,39,39
12/08/2018 03:00:00 PM,38,46
12/21/2018 08:00:00 AM,141,125
12/06/2018 12:00:00 PM,23,25
